T2022_01_03__160253_697,user,41,18,76,0.000,0.000,0.000,0
T2022_01_03__160303_793,user,41,18,76,0.000,0.000,0.000,0
T2022_01_03__160313_893,user,41,18,76,0.000,0.000,0.000,0
T2022_01_03__160323_993,user,41,18,76,0.000,0.000,0.000,0
T2022_01_03__160334_093,user,41,18,76,0.000,0.000,0.000,0
T2022_01_03__160340_010,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1603.ini
T2022_01_03__160342_869,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1603.ini
T2022_01_03__160344_193,user,41,18,76,0.000,0.000,0.000,0
T2022_01_03__160406_655,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1604.ini
T2022_01_03__160648_766,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1606.ini
T2022_01_03__160708_617,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1607.ini
T2022_01_03__160721_965,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1607.ini
T2022_01_03__160818_916,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1608.ini
T2022_01_03__160844_700,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1608.ini
T2022_01_03__160858_248,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1608.ini
